route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
147-203,Weekday-1,1001-14701-21000-2-2ed7e057,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-21600-2-779666ce,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-22800-2-2da52aac,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-23400-2-779666ce,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-24600-2-2da52aac,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-25200-2-779666ce,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-26400-2-2da52aac,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-27000-2-779666ce,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-28200-2-2da52aac,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-28800-2-779666ce,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-30000-2-3969ff2b,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-30600-2-163bd975,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-31800-2-3969ff2b,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-32400-2-163bd975,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-33600-2-3969ff2b,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-34200-2-0ec2eef0,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-35400-2-751d3f0e,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-36000-2-0ec2eef0,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-37200-2-751d3f0e,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-37800-2-817d7753,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-39000-2-751d3f0e,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-39600-2-817d7753,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-40800-2-751d3f0e,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekend-1,1001-14701-41400-2-817d7753,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
147-203,Weekday-1,1001-14701-42600-2-751d3f0e,Waitakere Township To Henderson,,0,,1001-14701-dd1eeffc,0,0
